EQName,Strain Category,Max Vs30,Vs at 30m,Max Vs50,Vs at 50,Max Vs100,Z1,Z2.5,PGV1,Magnitude,Depth2,Rrup1,Vs10,Vs30,Vs50,Vs100,VsMean,VsMin,VsMax,VsZhole,PGA (g),kappa surface
AOMH161105030626EW1,1,360,300,360,300,630,248.6,1460,0.00010096,5.1,35,148.39,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.010334824,0.081822
AOMH161105080552EW1,1,360,300,360,300,630,248.6,1460,0.0002515,5.7,41,124.535,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.028151305,0.07173
AOMH161107311420EW1,1,360,300,360,300,630,248.6,1460,0.00002782,4.3,68,110.155,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.010027889,0.055998
AOMH161108051953EW1,1,360,300,360,300,630,248.6,1460,0.00006944,4.9,44,127.795,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.014190371,0.060176
AOMH161108170435EW1,1,360,300,360,300,630,248.6,1460,0.0001527,5.4,41,124.92,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.018214171,0.058317
AOMH161112201526EW1,1,360,300,360,300,630,248.6,1460,0.00009119,5,35,146.395,135.1351351,225.7525084,250.5567929,329.6358309,405.3706246,80,770,770,0.009489479,0.082849
AOMH170104030454EW1,1,360,300,360,300,630,74,620,0.00032471,5.5,59,75.985,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.046450113,0.048474
AOMH170108140511EW1,1,360,300,360,300,630,74,620,0.0010867,6.4,50,108.745,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.048595596,0.06043
AOMH170108241848EW1,1,360,300,360,300,630,74,620,0.00027284,5.1,50,113.96,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.021231511,0.062952
AOMH170111131645EW1,1,360,300,360,300,630,74,620,0.0000439,4.6,50,145.55,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.009541485,0.064089
AOMH170202141012EW1,1,360,300,360,300,630,74,620,0.00011195,5.4,56,140.01,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010140058,0.049403
AOMH170203070419EW1,1,360,300,360,300,630,74,620,0.00006373,4.3,77,122.215,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.011560523,0.049721
AOMH170204040842EW1,1,360,300,360,300,630,74,620,0.00016505,5.6,56,135.745,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.02019344,0.05319
AOMH170207300119EW1,1,360,300,360,300,630,74,620,0.00013805,4.4,98,103.895,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010175748,0.060326
AOMH170208120655EW1,1,360,300,360,300,630,74,620,0.00014668,5.1,44,130.495,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.009705659,0.064731
AOMH170210142313EW1,1,360,300,360,300,630,74,620,0.0010223,6,50,116.995,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.071171093,0.060695
AOMH170301061343EW1,1,360,300,360,300,630,74,620,0.00013249,4.9,41,116.335,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010557122,0.061751
AOMH170312081620EW1,1,360,300,360,300,630,74,620,0.00008974,4.9,53,115.19,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010078875,0.054801
AOMH170404230716EW1,1,360,300,360,300,630,74,620,0.00012591,4.8,74,119.91,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.011522793,0.052381
AOMH170406120205EW1,1,360,300,360,300,630,74,620,0.0001115,4.5,65,101.505,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.025492905,0.050317
AOMH170407040344EW1,1,360,300,360,300,630,74,620,0.00010621,4.7,86,104.95,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.011627824,0.051772
AOMH170507301750EW1,1,360,300,360,300,630,74,620,0.0000575,4.3,53,90.565,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.014940882,0.060487
AOMH170804291426EW1,1,360,300,360,300,630,74,620,0.0002585,5.8,53,139.18,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.026801201,0.053884
AOMH170807241128EW1,1,360,300,360,300,630,74,620,0.00017418,5.1,110,143.315,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.009805591,0.045846
AOMH170808090053EW1,1,360,300,360,300,630,74,620,0.00014463,5.4,47,118.885,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010949713,0.04911
AOMH170902151824EW1,1,360,300,360,300,630,74,620,0.00055373,5.7,44,99.085,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.022826347,0.052825
AOMH170904252254EW1,1,360,300,360,300,630,74,620,0.00020279,4.9,47,100.115,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.011439176,0.062653
AOMH170910182313EW1,1,360,300,360,300,630,74,620,0.00003735,4.3,86,91.675,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.006954465,0.050132
AOMH171006280603EW1,1,360,300,360,300,630,74,620,0.00007668,5,47,147.31,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.015069366,0.04567
AOMH171007050656EW1,1,360,300,360,300,630,74,620,0.00055162,6.3,38,141.74,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.01326039,0.061214
AOMH171009131448EW1,1,360,300,360,300,630,74,620,0.0006624,5.8,53,138.935,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.04797051,0.051092
AOMH171103171314EW1,1,360,300,360,300,630,74,620,0.00037291,6.1,41,100.48,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.025856944,0.052997
AOMH171104011949EW1,1,360,300,360,300,630,74,620,0.00007861,4.9,5,84.945,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.037774367,0.048042
AOMH171104012058EW1,1,360,300,360,300,630,74,620,0.00085743,5.9,50,145.01,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.010474525,0.05565
AOMH171106142356EW1,1,360,300,360,300,630,74,620,0.00017676,5.2,17,149.12,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.017961281,0.060657
AOMH171106222329EW1,1,360,300,360,300,630,74,620,0.00009736,5.6,32,140.985,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.008093488,0.066902
AOMH171108051953EW1,1,360,300,360,300,630,74,620,0.00009503,4.9,44,108.425,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.012053046,0.055865
AOMH171108170435EW1,1,360,300,360,300,630,74,620,0.00024444,5.4,41,105.675,226.2371134,378.362069,475,647.8235377,695.0448353,140,1450,1450,0.016027899,0.054099
CHBH100305120057EW1,1,340,340,340,340,440,1500,3940,0.0002179,5.2,50,58.655,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.015544554,0.068054
CHBH100305172333EW1,1,340,340,340,340,440,1500,3940,0.00023882,5.3,53,61.18,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.013578541,0.077116
CHBH100310151630EW1,1,340,340,340,340,440,1500,3940,0.00044822,5.1,68,74.19,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.050714566,0.07434
CHBH100503121401EW1,1,340,340,340,340,440,1500,3940,0.00005483,3.8,20,31.95,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.011128163,0.06963
CHBH100505300734EW1,1,340,340,340,340,440,1500,3940,0.00005856,4.9,56,66.59,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.008027206,0.083431
CHBH100506200115EW1,1,340,340,340,340,440,1500,3940,0.00040408,5.7,53,64.28,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.024694468,0.070996
CHBH100507231642EW1,1,340,340,340,340,440,1500,3940,0.00005605,4.2,53,68.38,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.012739315,0.072777
CHBH100512282303EW1,1,340,340,340,340,440,1500,3940,0.00005377,4.4,56,68.165,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006780093,0.067074
CHBH100609071057EW1,1,340,340,340,340,440,1500,3940,0.00012722,4.8,68,69.21,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.014692071,0.074834
CHBH100610180753EW1,1,340,340,340,340,440,1500,3940,0.00005566,4.2,59,65.075,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.004974176,0.077964
CHBH100612040608EW1,1,340,340,340,340,440,1500,3940,0.00005362,4.7,50,64.18,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005134271,0.075203
CHBH100703142240EW1,1,340,340,340,340,440,1500,3940,0.00008487,4.6,50,69.05,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005036378,0.080174
CHBH100708160747EW1,1,340,340,340,340,440,1500,3940,0.00005124,4.4,35,41.5,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.007613201,0.078875
CHBH100708160820EW1,1,340,340,340,340,440,1500,3940,0.00015906,4.9,38,41.385,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.015626131,0.079198
CHBH100708160832EW1,1,340,340,340,340,440,1500,3940,0.00003677,4.4,26,42.455,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.007448007,0.081755
CHBH100710072236EW1,1,340,340,340,340,440,1500,3940,0.00008304,4.9,62,62.64,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006785192,0.077496
CHBH100804251852EW1,1,340,340,340,340,440,1500,3940,0.00006341,5,50,64.81,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.004534678,0.058353
CHBH100810081507EW1,1,340,340,340,340,440,1500,3940,0.00005093,4.8,62,62.545,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.012806616,0.060268
CHBH100810121004EW1,1,340,340,340,340,440,1500,3940,0.00011523,4,26,31.855,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.027111195,0.039726
CHBH100901290856EW1,1,340,340,340,340,440,1500,3940,0.00004861,4.7,53,63.11,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.004594841,0.05623
CHBH100902170454EW1,1,340,340,340,340,440,1500,3940,0.00012318,4.5,20,41.95,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.008917418,0.051258
CHBH101003160730EW1,1,340,340,340,340,440,1500,3940,0.00004235,4.5,71,69.315,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005753239,0.052248
CHBH101007230606EW1,1,340,340,340,340,440,1500,3940,0.00016065,5,35,54.145,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.013949718,0.051242
CHBH101009220532EW1,1,340,340,340,340,440,1500,3940,0.00006159,4.4,47,54.385,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.007018707,0.051193
CHBH101009270255EW1,1,340,340,340,340,440,1500,3940,0.00010276,4.6,80,69.805,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.00621721,0.054135
CHBH101010091512EW1,1,340,340,340,340,440,1500,3940,0.00008035,4.5,35,53.945,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.010973166,0.057662
CHBH101012060320EW1,1,340,340,340,340,440,1500,3940,0.00005482,4.3,65,69.11,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006446646,0.059424
CHBH101103161252EW1,1,340,340,340,340,440,1500,3940,0.0004828,5.8,8,67.56,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.01864857,0.058444
CHBH101103162239EW1,1,340,340,340,340,440,1500,3940,0.00018825,5.2,56,64.565,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.005951064,0.077317
CHBH101104212247EW1,1,340,340,340,340,440,1500,3940,0.00005471,4.6,29,66.32,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.004584644,0.071264
CHBH101104300204EW1,1,340,340,340,340,440,1500,3940,0.00004082,4.5,17,65.185,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.009835163,0.05856
CHBH101105220706EW1,1,340,340,340,340,440,1500,3940,0.00031728,5.5,50,61.115,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.02583553,0.05849
CHBH101108050245EW1,1,340,340,340,340,440,1500,3940,0.00003165,4.2,8,63.08,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.00485079,0.057984
CHBH101112121413EW1,1,340,340,340,340,440,1500,3940,0.00010329,4.6,8,69.075,240,252.371134,281.3793103,326.0443153,727.6756104,240,1070,1070,0.006865749,0.059392
CHBH120305172333EW1,1,360,360,580,580,580,850,3940,0.00007204,5.3,53,93.755,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005401437,0.085377
CHBH120310151630EW1,1,360,360,580,580,580,850,3940,0.00063763,5.1,68,79.905,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.031881427,0.065793
CHBH120404072247EW1,1,360,360,580,580,580,850,3940,0.00003721,5.1,38,136.795,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.006732166,0.067001
CHBH120407171510EW1,1,360,360,580,580,580,850,3940,0.00018928,5.6,59,94.705,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.015112194,0.06786
CHBH120408060323EW1,1,360,360,580,580,580,850,3940,0.00010581,4.7,71,81.565,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.01138921,0.072044
CHBH120408250149EW1,1,360,360,580,580,580,850,3940,0.00009206,4.3,44,54.17,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.014904172,0.064025
CHBH120410062340EW1,1,360,360,580,580,580,850,3940,0.00025691,5.7,65,95.005,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.014627829,0.07304
CHBH120805090743EW1,1,360,360,580,580,580,850,3940,0.00003233,4.7,92,82.385,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.00521075,0.050892
CHBH120809210717EW1,1,360,360,580,580,580,850,3940,0.00006672,4.8,83,78.165,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.005435087,0.058383
CHBH120902170454EW1,1,360,360,580,580,580,850,3940,0.00014075,4.5,20,45.52,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.015636328,0.085168
CHBH121012060320EW1,1,360,360,580,580,580,850,3940,0.00004338,4.3,65,80.635,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.00718594,0.070022
CHBH121102051056EW1,1,360,360,580,580,580,850,3940,0.00014235,5.1,62,106.555,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.012870858,0.074862
CHBH121103111515EW1,1,360,360,580,580,580,850,3940,0.0051595,7.8,35,120.095,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.045972886,0.083306
CHBH121103152231EW1,1,360,360,580,580,580,850,3940,0.00074927,5.9,8,100.82,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.024799498,0.091087
CHBH121104120808EW1,1,360,360,580,580,580,850,3940,0.00045478,6.3,26,88.62,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.023399428,0.085273
CHBH121104161119EW1,1,360,360,580,580,580,850,3940,0.00024087,5.8,80,131.98,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.016642788,0.08956
CHBH121104212237EW1,1,360,360,580,580,580,850,3940,0.00033302,6.1,44,90.475,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.010359297,0.09319
CHBH121107152101EW1,1,360,360,580,580,580,850,3940,0.00017402,5.5,71,110.445,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.009453789,0.072449
CHBH121108311833EW1,1,360,360,580,580,580,850,3940,0.00012341,4.7,68,77.05,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.010977245,0.074365
CHBH121109040553EW1,1,360,360,580,580,580,850,3940,0.00006974,4.9,89,107.645,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.01192966,0.059605
CHBH121111031934EW1,1,360,360,580,580,580,850,3940,0.00007998,5.2,65,90.285,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.007456165,0.074607
CHBH121112030555EW1,1,360,360,580,580,580,850,3940,0.00016792,5.1,20,45.45,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.015002065,0.090601
CHBH121112080543EW1,1,360,360,580,580,580,850,3940,0.00003116,4.6,62,113.39,190,217.3728814,258.3081571,301.7478741,853.5345089,190,1320,1320,0.004834475,0.089725
EHMH080012010346EW1,1,870,870,1150,1150,1780,38,160.6,0.00008224,4.3,47,88.87,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.006997293,0.062831
EHMH080103251919EW1,1,870,870,1150,1150,1780,38,160.6,0.00005884,4.4,41,77.24,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.01056426,0.063846
EHMH080103260541EW1,1,870,870,1150,1150,1780,38,160.6,0.00022385,5.1,38,82.11,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.021504795,0.066431
EHMH080104252340EW1,1,870,870,1150,1150,1780,38,160.6,0.00019793,5.7,35,109.16,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.031885506,0.07006
EHMH080203252258EW1,1,870,870,1150,1150,1780,38,160.6,0.00021196,4.7,44,65.37,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.055343058,0.073653
EHMH080204060157EW1,1,870,870,1150,1150,1780,38,160.6,0.00011824,4.4,32,60.865,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.014861344,0.06864
EHMH080209251445EW1,1,870,870,1150,1150,1780,38,160.6,0.00001977,4.3,77,121.2,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.006065272,0.07108
EHMH080210131906EW1,1,870,870,1150,1150,1780,38,160.6,0.00023895,4.8,41,75.385,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.025402151,0.068879
EHMH080303260408EW1,1,870,870,1150,1150,1780,38,160.6,0.00004933,4.2,8,78.91,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.009601648,0.07141
EHMH080409211013EW1,1,870,870,1150,1150,1780,38,160.6,0.00002798,4.2,50,94.67,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.010640739,0.078063
EHMH080505252031EW1,1,870,870,1150,1150,1780,38,160.6,0.00012219,4.6,50,87.915,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.012027553,0.073402
EHMH080505270317EW1,1,870,870,1150,1150,1780,38,160.6,0.00005558,4.7,41,91.17,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.004376622,0.058806
EHMH080603271150EW1,1,870,870,1150,1150,1780,38,160.6,0.00016326,5.5,35,131.84,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.005647188,0.073659
EHMH080611191329EW1,1,870,870,1150,1150,1780,38,160.6,0.00005797,4.2,41,70.17,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.010920141,0.07392
EHMH081112050102EW1,1,870,870,1150,1150,1780,38,160.6,0.00004371,4.2,53,96.63,214.2857143,363.8475836,489.8009138,729.1540772,729.1540772,120,1780,1780,0.00513835,0.070784
FKSH110202122244EW1,1,250,250,1200,1200,1200,34,440,0.00055045,5.5,44,104.045,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.061584741,0.071342
FKSH110311150344EW1,1,250,250,1200,1200,1200,34,440,0.0003811,5.7,38,119.03,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.028864087,0.075815
FKSH110401231801EW1,1,250,250,1200,1200,1200,34,440,0.00072193,5.3,68,94.84,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.046057522,0.060947
FKSH110404040802EW1,1,250,250,1200,1200,1200,34,440,0.00023322,5.9,38,121.755,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.025396032,0.072471
FKSH110501010514EW1,1,250,250,1200,1200,1200,34,440,0.00028459,5,83,114.62,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.06895423,0.072861
FKSH110512281846EW1,1,250,250,1200,1200,1200,34,440,0.0001683,4.7,56,126.22,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.025781485,0.066595
FKSH110803080155EW1,1,250,250,1200,1200,1200,34,440,0.00042767,5.1,59,100.78,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.029149608,0.062097
FKSH110902010652EW1,1,250,250,1200,1200,1200,34,440,0.00032324,5.7,41,107.58,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.025326692,0.062122
FKSH111006131233EW1,1,250,250,1200,1200,1200,34,440,0.00037568,5.9,32,132.135,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.031316505,0.059054
FKSH111009300123EW1,1,250,250,1200,1200,1200,34,440,0.00028219,4.2,8,30.84,221.7741935,239.8255814,323.7833595,415.5434316,438.8018283,110,1200,700,0.03880632,0.057937
